team_api_id,team_fifa_api_id_x,team_long_name,date,buildUpPlaySpeed,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting
10003,1960.0,Swansea City,2014-09-19 00:00:00,63.0,34.0,51.0,36.0
10003,1960.0,Swansea City,2015-09-10 00:00:00,45.0,34.0,36.0,55.0
10172,15.0,Queens Park Rangers,2010-02-22 00:00:00,70.0,70.0,70.0,70.0
10172,15.0,Queens Park Rangers,2011-02-22 00:00:00,51.0,36.0,48.0,52.0
10172,15.0,Queens Park Rangers,2012-02-22 00:00:00,57.0,60.0,48.0,48.0
10172,15.0,Queens Park Rangers,2013-09-20 00:00:00,58.0,53.0,39.0,54.0
10172,15.0,Queens Park Rangers,2014-09-19 00:00:00,52.0,53.0,54.0,54.0
10172,15.0,Queens Park Rangers,2015-09-10 00:00:00,30.0,53.0,53.0,60.0
9850,1792.0,Norwich City,2010-02-22 00:00:00,65.0,70.0,70.0,55.0
9850,1792.0,Norwich City,2011-02-22 00:00:00,49.0,48.0,64.0,66.0
9850,1792.0,Norwich City,2012-02-22 00:00:00,63.0,42.0,76.0,62.0
9850,1792.0,Norwich City,2013-09-20 00:00:00,70.0,56.0,67.0,48.0
9850,1792.0,Norwich City,2014-09-19 00:00:00,45.0,55.0,67.0,42.0
9850,1792.0,Norwich City,2015-09-10 00:00:00,45.0,46.0,54.0,47.0
8466,17.0,Southampton,2010-02-22 00:00:00,70.0,70.0,70.0,65.0
8466,17.0,Southampton,2011-02-22 00:00:00,52.0,48.0,49.0,47.0
8466,17.0,Southampton,2012-02-22 00:00:00,47.0,54.0,56.0,60.0
8466,17.0,Southampton,2013-09-20 00:00:00,47.0,52.0,56.0,58.0
8466,17.0,Southampton,2014-09-19 00:00:00,47.0,42.0,56.0,51.0
8466,17.0,Southampton,2015-09-10 00:00:00,52.0,42.0,54.0,30.0
9798,1793.0,Reading,2010-02-22 00:00:00,70.0,70.0,70.0,70.0
9798,1793.0,Reading,2011-02-22 00:00:00,49.0,57.0,73.0,55.0
9798,1793.0,Reading,2012-02-22 00:00:00,49.0,46.0,58.0,56.0
9798,1793.0,Reading,2013-09-20 00:00:00,49.0,55.0,58.0,37.0
9798,1793.0,Reading,2014-09-19 00:00:00,44.0,71.0,39.0,37.0
9798,1793.0,Reading,2015-09-10 00:00:00,44.0,62.0,65.0,42.0
9826,1799.0,Crystal Palace,2010-02-22 00:00:00,70.0,70.0,70.0,65.0
9826,1799.0,Crystal Palace,2011-02-22 00:00:00,53.0,69.0,48.0,52.0
9826,1799.0,Crystal Palace,2012-02-22 00:00:00,43.0,69.0,66.0,47.0
9826,1799.0,Crystal Palace,2013-09-20 00:00:00,52.0,69.0,66.0,47.0
9826,1799.0,Crystal Palace,2014-09-19 00:00:00,61.0,67.0,62.0,52.0
9826,1799.0,Crystal Palace,2015-09-10 00:00:00,61.0,67.0,69.0,50.0
8344,1961.0,Cardiff City,2010-02-22 00:00:00,65.0,70.0,70.0,70.0
8344,1961.0,Cardiff City,2011-02-22 00:00:00,67.0,67.0,67.0,48.0
8344,1961.0,Cardiff City,2012-02-22 00:00:00,60.0,54.0,46.0,54.0
8344,1961.0,Cardiff City,2013-09-20 00:00:00,60.0,54.0,59.0,62.0
8344,1961.0,Cardiff City,2014-09-19 00:00:00,60.0,52.0,46.0,41.0
8344,1961.0,Cardiff City,2015-09-10 00:00:00,60.0,52.0,56.0,46.0
8197,95.0,Leicester City,2010-02-22 00:00:00,70.0,70.0,70.0,45.0
